,AAPL,ABBV,AMD,AMZN,AVGO,BAC,BRK-B,BTC-USD,COST,CVX,GLD,GOOGL,HD,JNJ,JPM,KO,LLY,MA,META,MRK,MSFT,NVDA,ORCL,PEP,PG,TLT,UNH,V,VNQ,WMT,XLE,XOM,ADP,BA,BMY,CAT,CMCSA,CSCO,CVS,DHR,DIS,EEM,EFA,ETH-USD,EWJ,EWZ,FDX,FXI,GE,GILD,GLDM,HON,IAU,IBM,INTC,IWM,LOW,MCD,MMM,NFLX,NKE,PFE,QCOM,QQQ,SBUX,SMH,SPY,TGT,TXN,UPS,UUP,XBI,XLB,XLF,XLI,XLK,XLP,XLY
2010-01-21,6.240235805511475,,,6.330999851226807,,,72.72000122070312,,,,,14.479686737060549,19.44208717346191,,27.012920379638672,16.61927032470703,,23.78547477722168,,,22.42755889892578,0.3908007144927978,,,37.88254928588867,,25.822250366210938,18.82318115234375,,,,36.53964614868164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-22,5.930729866027832,,,6.071499824523926,,,70.0999984741211,,,,,13.660797119140623,18.923269271850582,,26.09339714050293,16.57952308654785,,23.16900634765625,,,21.642852783203125,0.3772773742675781,,,38.180084228515625,,25.869050979614254,18.4398136138916,,,,36.21095275878906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-25,6.090280532836914,,,6.015500068664551,,,68.83999633789062,,,,,13.412175178527832,18.855005264282227,,26.1267032623291,16.61314582824707,,23.22789764404297,,,21.911901473999023,0.3836951553821563,,,38.38267517089844,,25.744234085083008,18.283790588378903,,,,36.073997497558594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-26,6.176355838775635,,,5.973999977111816,,,68.0,,,,,13.472281455993652,18.930097579956055,,25.61363983154297,16.548959732055664,,22.874584197998047,,,22.046417236328125,0.3715471923351288,,,38.4206428527832,,25.307361602783203,18.0876407623291,,,,36.112335205078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-27,6.234537601470947,,,6.137499809265137,,,71.36000061035156,,,,,13.464333534240724,19.005189895629883,,26.2066707611084,16.662050247192383,,23.584897994995117,,,22.1734676361084,0.3816323578357696,,,38.49663162231445,,25.93146324157715,18.70282745361328,,,,35.904170989990234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-28,5.9769158363342285,,,6.301499843597412,,,73.75,,,,,13.270352363586426,18.66386032104492,,26.306604385375977,16.561187744140625,,22.951868057250977,,,21.792322158813477,0.3687966167926788,,,39.047386169433594,,26.07968521118164,18.42198181152344,,,,35.586421966552734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-29,5.760079383850098,,,6.270500183105469,,,76.43000030517578,,,,,13.162310600280762,19.12123680114746,,25.94680404663086,16.58257484436035,,22.993274688720703,,,21.05992889404297,0.3527520298957824,,,38.965091705322266,,25.744234085083008,18.283790588378903,,,,35.29608917236328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-01,5.840156555175781,,,5.94350004196167,,,75.41000366210938,,,,,13.238809585571287,19.380651473999023,,26.40656852722168,16.622318267822266,,23.317140579223633,,,21.231821060180664,0.3797985315322876,,,39.2436408996582,,25.845653533935547,18.6471004486084,,,,36.25476837158203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-02,5.874045372009277,,,5.906000137329102,,,75.51000213623047,,,,,13.191617965698242,19.817550659179688,,27.019588470458984,16.827116012573242,,23.238018035888672,,,21.269184112548828,0.3836951553821563,,,39.81972122192383,,26.56336975097656,18.72511100769043,,,,36.68205642700195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-03,5.975116729736328,,,5.954999923706055,,,74.36000061035156,,,,,13.432540893554688,19.435266494750977,,26.846342086791992,16.7721004486084,,22.779802322387695,,,21.39623260498047,0.3869041204452514,,,39.66145706176758,,25.993871688842773,18.615896224975582,,,,36.4848518371582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-04,5.759778022766113,,,5.796999931335449,,,72.61000061035156,,,,,13.08382511138916,19.06662940979004,,25.553661346435547,16.331932067871094,,20.43631362915039,,,20.80583953857422,0.3644416034221649,,,38.87013244628906,,25.32296371459961,18.511140823364254,,,,35.45494079589844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-05,5.862049579620361,,,5.869500160217285,,,73.56999969482422,,,,,13.195839881896973,19.10076141357422,,25.52034568786621,16.228004455566406,,20.310264587402344,,,20.940349578857425,0.3717764019966125,,,38.80682373046875,,25.38536262512207,18.40191650390625,,,,35.4987907409668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-08,5.821861743927002,,,5.8414998054504395,,,74.2300033569336,,,,,13.24998664855957,19.517181396484375,,25.12055015563965,16.093507766723633,,20.83103370666504,,,20.716156005859375,0.3710888028144836,,,38.62322235107422,,25.283954620361328,18.511140823364254,,,,35.48223114013672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-09,5.883942604064941,,,5.901500225067139,,,74.52999877929688,,,,,13.323753356933594,19.70832633972168,,25.580322265625,16.50922203063965,,20.559608459472656,,,20.932886123657227,0.3681089580059051,,,39.098026275634766,,25.744234085083008,18.5601806640625,,,,35.9509162902832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-10,5.85185432434082,,,5.868000030517578,,,74.41999816894531,,,,,13.274328231811523,19.55814552307129,,25.9001522064209,16.441965103149414,,20.877037048339844,,,20.917938232421875,0.3752144277095794,,,39.04104232788086,,25.517993927001953,18.670673370361328,,,,35.757930755615234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-11,5.958318710327148,,,6.004499912261963,,,76.69000244140625,,,,,13.322759628295898,19.790245056152344,,26.00010681152344,16.57341194152832,,21.070262908935547,,,21.01509666442871,0.3924051225185394,,,39.22464370727539,,25.83784294128418,19.005510330200195,,,,35.97298812866211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-12,6.009605407714844,,,5.982999801635742,,,76.9000015258789,,,,,13.241293907165527,19.79707145690918,,25.953460693359375,16.50004768371582,,20.74638557434082,,,20.87310028076172,0.397676944732666,,,39.098026275634766,,25.10452651977539,18.925153732299805,,,,35.73038101196289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-16,6.100179195404053,,,5.876500129699707,,,76.05000305175781,,,,,13.444463729858398,20.09744644165039,,26.69974708557129,16.75681495666504,,20.729820251464844,,,21.286052703857425,0.4050115346908569,,,39.77540588378906,,24.675451278686523,19.170698165893555,,,,36.546424865722656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-17,6.0746846199035645,,,5.815499782562256,,,76.25,,,,,13.367715835571287,20.493385314941406,,26.679759979248047,16.912708282470703,,20.68658447265625,,,21.46625518798828,0.4089080989360809,,,39.788055419921875,,25.393178939819336,19.291240692138672,,,,36.25970458984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-18,6.086081027984619,,,5.9039998054504395,,,76.63999938964844,,,,,13.492151260375977,20.68452835083008,,26.92630195617676,17.08999252319336,,20.42620086669922,,,21.751569747924805,0.3820906281471252,,,40.12992477416992,,25.502391815185547,19.411781311035156,,,,36.3699836730957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-19,6.048295974731445,,,5.875999927520752,,,78.73999786376953,,,,,13.43105125427246,20.58212661743164,,26.673093795776367,17.031919479370117,,20.484159469604492,,,21.601404190063477,0.3800278007984161,,,40.16790390014648,,24.917293548583984,19.378297805786133,,,,36.32034683227539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-22,6.010804176330566,,,5.9004998207092285,,,79.55999755859375,,,,,13.481719970703123,20.698177337646484,,27.2194881439209,16.92798614501953,,20.632308959960938,,,21.571372985839844,0.3807155787944793,,,40.14891815185547,,25.8066349029541,19.400617599487305,,,,36.06119155883789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-23,5.910035133361816,,,5.861999988555908,,,79.1500015258789,,,,,13.28972625732422,20.991727828979492,,26.573148727416992,16.759872436523438,,20.42803382873535,,,21.27103805541992,0.3715471923351288,,,40.01597595214844,,25.59600257873535,19.224273681640625,,,,35.807559967041016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-24,6.018003463745117,,,5.986000061035156,,,79.68000030517578,,,,,13.200311660766602,21.408140182495117,,27.2194881439209,16.860734939575195,,20.403181076049805,,,21.49628448486328,0.379340261220932,,,40.44645309448242,,26.227914810180664,19.114892959594727,,,,36.14391326904297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-25,6.058192729949951,,,5.909999847412109,,,79.4000015258789,,,,,13.0751314163208,21.408140182495117,,27.079551696777344,16.23716926574707,,20.379270553588867,,,21.473756790161133,0.3759021162986755,,,40.3261833190918,,26.095287322998047,19.02560234069824,,,,35.91783905029297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-26,6.136767387390137,,,5.920000076293945,,,80.12999725341797,,,,,13.084321022033691,21.298919677734375,,27.965776443481445,16.114912033081055,,20.64425468444824,,,21.52631950378418,0.371317982673645,,,40.06028747558594,,26.415138244628903,19.036754608154297,,,,35.84064483642578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-01,6.267827987670898,,,6.2270002365112305,,,81.91000366210938,,,,,13.230613708496094,21.45592498779297,,27.872478485107425,16.283031463623047,,21.414384841918945,,,21.78911018371582,0.3862165212631225,,,40.20588684082031,,26.55556297302246,19.38053321838379,,,,36.06119155883789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-02,6.2636284828186035,,,6.276500225067139,,,80.7699966430664,,,,,13.43850326538086,21.408140182495117,,27.73255920410156,16.292194366455078,,21.32880973815918,,,21.368650436401367,0.3859872817993164,,,40.3325080871582,,26.485363006591797,19.29793930053711,,,,36.11082458496094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-03,6.278026580810547,,,6.29449987411499,,,82.94999694824219,,,,,13.544309616088867,21.483232498168945,,27.672584533691406,16.484764099121094,,21.36009979248047,,,21.368650436401367,0.3811738789081573,,,40.2312126159668,,26.602375030517575,19.376068115234375,,,,36.07773971557617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-04,6.319412708282471,,,6.426499843597412,,,82.68000030517578,,,,,13.774551391601562,21.462757110595703,,27.932464599609375,16.649824142456055,,21.43830108642578,,,21.49628448486328,0.381861537694931,,,40.30718231201172,,25.705223083496097,19.429641723632812,,,,36.06119155883789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-05,6.566537380218506,,,6.445499897003174,,,83.36000061035156,,,,,14.013486862182615,21.708511352539062,,28.525484085083008,16.72013282775879,,22.04004669189453,,,21.46625518798828,0.3935511708259582,,,40.319847106933594,,26.321531295776367,19.757793426513672,,,,36.65118408203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-08,6.570438861846924,,,6.505499839782715,,,82.79000091552734,,,,,13.970518112182615,21.8177433013916,,28.37889289855957,16.646770477294922,,22.59855842590332,,,21.49628448486328,0.387820839881897,,,40.00331115722656,,25.822250366210938,20.23102378845215,,,,36.65671157836914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-09,6.688603401184082,,,6.440999984741211,,,82.47000122070312,,,,,13.913640975952148,21.787477493286133,,28.265621185302734,16.561187744140625,,22.678598403930664,,,21.623924255371097,0.4022611379623413,,,40.07295227050781,,25.8066349029541,20.123884201049805,,,,36.82212448120117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-10,6.743185520172119,,,6.5254998207092285,,,82.06999969482422,,,,,14.317498207092283,21.80811309814453,,28.60545539855957,16.56730079650879,,22.965662002563477,,,21.751569747924805,0.4031779170036316,,,39.88936996459961,,25.93146324157715,20.429698944091797,,,,37.064735412597656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-11,6.76298189163208,,,6.678999900817871,,,82.36000061035156,,,,,14.433984756469728,22.096967697143555,,28.77203941345215,16.517990112304688,,23.019947052001953,,,21.90924835205078,0.3940097093582153,,,39.99065780639648,,26.134292602539062,20.702035903930664,,,,37.064735412597656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-12,6.795970439910889,,,6.591000080108643,,,82.23999786376953,,,,,14.394244194030762,22.31703758239746,,28.75202751159668,16.44093894958496,,22.999710083007812,,,21.976823806762695,0.3953847885131836,,,40.08560562133789,,25.67402458190918,20.815879821777344,,,,36.83314895629883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-15,6.713194370269775,,,6.55649995803833,,,82.16999816894531,,,,,13.987903594970703,22.48208999633789,,28.69873809814453,16.533397674560547,,23.009836196899418,,,21.991840362548828,0.3933219611644745,,,40.3261833190918,,25.3775691986084,20.62837028503418,,,,36.55745315551758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-16,6.731489181518555,,,6.5894999504089355,,,82.30000305175781,,,,,14.038076400756836,22.38581085205078,,28.812000274658203,16.548809051513672,,22.941743850708008,,,22.051904678344727,0.407074511051178,,,40.21855926513672,,25.78323745727539,20.45871925354004,,,,36.70634460449219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-17,6.721593379974365,,,6.566999912261963,,,82.5,,,,,14.04701805114746,22.36517906188965,,29.17848014831543,16.591955184936523,,22.878250122070312,,,22.247116088867188,0.4148675203323364,,,40.522430419921875,,25.549203872680664,20.42745780944824,,,,37.14194107055664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-18,6.737487316131592,,,6.638000011444092,,,82.3499984741211,,,,,14.067882537841797,22.282649993896484,,29.078527450561523,16.625852584838867,,22.662033081054688,,,22.23210906982422,0.4001982510089874,,,40.34516525268555,,26.204505920410156,20.119403839111328,,,,37.158485412597656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-19,6.665510177612305,,,6.517499923706055,,,82.05999755859375,,,,,13.90892219543457,22.25513458251953,,28.95193099975586,16.87238883972168,,22.483530044555664,,,22.21708297729492,0.3953847885131836,,,40.4148063659668,,26.82860565185547,19.831451416015625,,,,36.96549224853515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-22,6.740488052368164,,,6.523499965667725,,,82.37000274658203,,,,,13.84682846069336,22.468334197998047,,29.145166397094727,16.80767059326172,,22.73379898071289,,,22.22458839416504,0.4018026888370514,,,40.44013214111328,,25.978269577026367,19.92074203491211,,,,36.9268913269043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-23,6.848753929138184,,,6.4629998207092285,,,82.33000183105469,,,,,13.63571071624756,22.4133243560791,,29.704891204833984,17.04188346862793,,22.596708297729492,,,22.43482780456543,0.4100541174411773,,,40.85160827636719,,25.869050979614254,20.085926055908203,,,,36.91586685180664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-24,6.879045486450195,,,6.4019999504089355,,,81.44000244140625,,,,,13.842606544494627,22.227630615234375,,29.944761276245117,16.832321166992188,,22.51297950744629,,,22.26213836669922,0.3963015973567962,,,40.26920318603515,,25.525793075561523,19.811363220214844,,,,36.667728424072266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-25,6.797468662261963,,,6.736499786376953,,,81.69999694824219,,,,,13.980453491210938,22.4339542388916,,29.944761276245117,16.88779067993164,,22.64270782470703,,,22.532432556152344,0.3974477052688598,,,40.275535583496094,,25.83784294128418,20.181922912597656,,,,36.55745315551758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-26,6.924932479858398,,,6.752999782562256,,,81.30000305175781,,,,,13.975733757019045,22.523357391357425,,29.998065948486328,16.84157371520996,,22.656513214111328,,,22.269643783569336,0.3974477052688598,,,40.319847106933594,,25.455581665039062,20.14619255065918,,,,36.68978500366211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-29,6.969619274139404,,,6.75600004196167,,,81.75,,,,,13.969772338867188,22.420194625854492,,29.89146423339844,16.878555297851562,,22.81937026977539,,,22.21708297729492,0.4024902880191803,,,40.34516525268555,,25.61941146850586,20.143970489501953,,,,37.10886001586914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-30,7.073387622833252,,,6.828999996185303,,,81.5999984741211,,,,,14.075581550598145,22.48208999633789,,29.704891204833984,16.909374237060547,,23.22421646118164,,,22.35223960876465,0.4040947258472442,,,40.30085372924805,,25.791040420532227,20.313627243041992,,,,36.97100067138672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,7.0478925704956055,,,6.78849983215332,,,81.2699966430664,,,,,14.085763931274414,22.24825859069824,,29.818159103393555,16.949426651000977,,23.370513916015625,,,21.991840362548828,0.3988229930400848,,,40.053955078125,,25.486787796020508,20.320314407348633,,,,36.93242263793945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-01,7.0769853591918945,,,6.5904998779296875,,,81.6500015258789,,,,,14.127490997314451,22.268892288208008,,30.13835906982422,17.04188346862793,,23.364990234375,,,21.89423179626465,0.3946972489356994,,,40.110939025878906,,25.76008415222168,20.65962600708008,,,,37.27976989746094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-05,7.152563571929932,,,6.57450008392334,,,81.16000366210938,,,,,14.182382583618164,22.461456298828125,,30.24509620666504,16.906286239624023,,23.51588249206543,,,21.976823806762695,0.4006566107273102,,,40.36415481567383,,25.877206802368164,20.64176368713379,,,,37.5995979309082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-06,7.184056282043457,,,6.7779998779296875,,,80.91000366210938,,,,,14.11308479309082,22.38581085205078,,30.57863426208496,16.73063087463379,,23.807558059692383,,,22.014354705810547,0.3908007144927978,,,39.952659606933594,,26.088035583496097,20.626134872436523,,,,37.43968963623047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-07,7.215847969055176,,,6.743500232696533,,,79.94999694824219,,,,,13.996848106384276,22.42707633972168,,30.23174285888672,16.58579444885254,,23.536888122558594,,,22.036884307861328,0.3933219611644745,,,39.56649398803711,,25.71324157714844,20.248882293701172,,,,37.130897521972656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-08,7.196353435516357,,,7.047999858856201,,,79.68000030517578,,,,,14.094953536987305,22.674654006958008,,30.5252628326416,16.567302703857422,,23.64920234680176,,,22.464859008789062,0.3869041204452514,,,39.60448455810547,,25.471176147460938,20.422998428344727,,,,37.417633056640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-09,7.251535415649414,,,7.002999782562256,,,80.48999786376953,,,,,14.063410758972168,22.86723899841309,,30.67201805114746,16.823083877563477,,23.833335876464844,,,22.780208587646484,0.3894254863262176,,,39.712100982666016,,25.1900634765625,20.652925491333008,,,,37.91386795043945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-12,7.266530513763428,,,7.059999942779541,,,80.4800033569336,,,,,14.225103378295898,23.025407791137695,,30.77873992919922,16.875471115112305,,23.89686393737793,,,22.765186309814453,0.3965309262275696,,,39.693111419677734,,25.1900634765625,20.80248260498047,,,,37.886322021484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-13,7.270727157592773,,,7.007999897003174,,,80.44999694824219,,,,,14.573819160461426,23.616863250732425,,30.598642349243164,16.955598831176758,,23.798351287841797,,,22.862796783447266,0.4047824442386627,,,39.883026123046875,,25.11197853088379,20.713193893432617,,,,37.8587532043457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-14,7.36850118637085,,,7.214000225067139,,,80.88999938964844,,,,,14.629206657409668,24.0570068359375,,31.839401245117188,16.934022903442383,,24.224605560302734,,,23.140609741210938,0.4098249673843384,,,40.00331115722656,,24.24524307250977,21.041337966918945,,,,37.831172943115234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-15,7.465372085571289,,,7.290999889373779,,,80.06999969482422,,,,,14.78568172454834,24.167051315307617,,31.892757415771484,16.72138786315918,,24.17856788635254,,,23.178146362304688,0.4128046035766601,,,39.883026123046875,,23.91728401184082,21.0837459564209,,,,37.63819122314453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-16,7.419784069061279,,,7.108500003814697,,,78.72000122070312,,,,,13.66427516937256,24.077632904052734,,30.385177612304688,16.940195083618164,,23.89041328430176,,,23.02798080444336,0.3910298347473144,,,39.788055419921875,,23.995376586914062,20.949817657470703,,,,37.45623779296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
